"DOI","Title","Abstract","Journal","Authors","Keywords","Institute of Origin","Funding","Enrichment Status"
"10.1039/D4SC00067F","Mild Chemistry Synthesis of Ultrathin Bi2O2S nanosheets exhibiting 2D-Ferroelectricity at Room Temperature","N/A","N/A","Riddhimoy Pathak, Prabir Dutta, Kapildeb Dolui, Aastha Vasdev, Adrija Ghosh, Raju Roy, Ujjal K. Gautam, Tapas Kumar Maji, Goutam Sheet, Kanishka Biswas","","","N/A","Success"
"10.1039/D1SC05072A","Synthesis of a heterobimetallic actinide nitride and an analysis of its bonding","N/A","N/A","Selena L. Staun, Guang Wu, Wayne W. Lukens, Trevor W. Hayton","","","N/A","Success"
"10.1039/D1SC04444C","Structure-based de novo drug design using 3D deep generative models","N/A","N/A","Yibo Li, Jianfeng Pei, Luhua Lai","","","N/A","Success"
"10.1039/D3SC01540H","Semi-enzymatic acceleration of oxidative protein folding by N-methylated heteroaromatic thiols","N/A","N/A","Shunsuke Okada, Yosuke Matsumoto, Ryota Takahashi, Kenta Arai, Shingo Kanemura, Masaki Okumura, Takahiro Muraoka","","","N/A","Success"
"10.1039/D2SC02708A","In situ monitoring of functional activity of extracellular matrix stiffness-dependent multidrug resistance protein 1 using scanning electrochemical microscopy","N/A","N/A","Shuake Kuermanbayi, Yaowei Yang, Yuxiang Zhao, Yabei Li, Le Wang, Jin Yang, Yan Zhou, Feng Xu, Fei Li","","","N/A","Success"
"10.1039/D3SC01493B","Replacing the BO in BODIPY: unlocking the path to SBDIPY and BIDIPY chromophores","N/A","N/A","André Korzun, Stefano Crespi, Christopher Golz, Alessandro Bismuto","","","N/A","Success"
"10.1039/D2SC06273A","Spin polarization assisted facile C–H activation by an S = 1 iron(iv)–bisimido complex: a comprehensive spectroscopic and theoretical investigation","N/A","N/A","Jin Xiong, Qing Liu, Barbara Lavina, Michael Y. Hu, Jiyong Zhao, E. Ercan, Liang Deng, Shengfa Ye, Yisong Guo","","","N/A","Success"
"10.1039/D3SC01705B","Sodium mediated deprotonative borylation of arenes using sterically demanding B(CH2SiMe3)3: unlocking polybasic behaviour and competing lateral borane sodiation","N/A","N/A","Andreu Tortajada, Leonie J. Bole, Manting Mu, Manting Mu, Marconi N. Peñas‐Defrutos, Max García‐Melchor, Eva Hevia","","","N/A","Success"
"10.1039/D3SC03598K","“Freedom of design” in chemical compound space: towards rationalin silicodesign of molecules with targeted quantum-mechanical properties","N/A","N/A","Leonardo Medrano Sandonas, Johannes Hoja, Brian G. Ernst, Álvaro Vázquez‐Mayagoitia, Robert A. DiStasio, Alexandre Tkatchenko","","","N/A","Success"
"10.1039/D4SC02339K","Engineered solid-state aggregates in brickwork stacks of n-type organic semiconductors: a way to achieve high electron mobility","N/A","N/A","Indrajit Giri, Shant Chhetri, Jesslyn John P., Madalasa Mondal, Arka Bikash Dey, Ratheesh K. Vijayaraghavan","","","N/A","Success"
"10.1039/D1SC00335F","Linchpins empower promiscuous electrophiles to enable site-selective modification of histidine and aspartic acid in proteins","N/A","N/A","Dattatraya Gautam Rawale, Kalyani Thakur, Pranav Sreekumar, T. K. Sajeev, Ramesh Adakkattil, Srinivasa Rao Adusumalli, Ram Kumar Mishra, Vishal Rai","","","N/A","Success"
"10.1039/D3SC03735E","A 2D/2D heterojunction of ultrathin Pd nanosheet/MXene towards highly efficient methanol oxidation reaction: the significance of 2D material nanoarchitectonics","N/A","N/A","Huajie Huang, Di Xiao, Zihan Zhu, Chi Zhang, Lu Yang, Haiyan He, Jungmok You, Quanguo Jiang, Xingtao Xu, Yusuke Yamauchi","","","N/A","Success"
"10.1039/D2SC04000J","Critical stresses in mechanochemical reactions","N/A","N/A","Resham Rana, Nicholas Hopper, F. Sidoroff, Wilfred T. Tysoe","","","N/A","Success"
"10.1039/D3SC03095D","“Mn-locking” effect by anionic coordination manipulation stabilizing Mn-rich phosphate cathodes","N/A","N/A","Wei Zhang, Yulun Wu, Yuhang Dai, Zhenming Xu, Huihui Liang, Zheng Li, Shihao Li, Ruwei Chen, Xuan Gao, Wei Zong, Fei Guo, Jiexin Zhu, Haobo Dong, Jianwei Li, Chumei Ye, Simin Li, Feixiang Wu, Zhian Zhang, Guanjie He, Yanqing Lai, Ivan P. Parkin","","","N/A","Success"
"10.1039/D2SC00986B","Recognition competes with hydration in anion-triggered monolayer formation of cyanostar supra-amphiphiles at aqueous interfaces","N/A","N/A","Liwei Yan, Ankur Saha, Wei Zhao, Jennifer F. Neal, Yu‐Sheng Chen, Amar H. Flood, Heather C. Allen","","","N/A","Success"
"10.1039/D2SC02171D","Interrogating the thionium hydrogen bond as a noncovalent stereocontrolling interaction in chiral phosphate catalysis","N/A","N/A","Junshan Lai, Jolene P. Reid","","","N/A","Success"
"10.1039/D3SC00980G","Oxidization enhances type I ROS generation of AIE-active zwitterionic photosensitizers for photodynamic killing of drug-resistant bacteria","N/A","N/A","Jianye Gong, Lingxiu Liu, Chunbin Li, Yumao He, Jia Yu, Ying Zhang, Lina Feng, Guoyu Jiang, Jianguo Wang, Ben Zhong Tang","","","N/A","Success"
"10.1039/D1SC00384D","Adaptive response by an electrolyte: resilience to electron losses in a dye-sensitized porous photoanode","N/A","N/A","Frances A. Houle","","","N/A","Success"
"10.1039/D3SC01069D","Easily processable spin filters: exploring the chiral induced spin selectivity of bowl-shaped chiral subphthalocyanines","N/A","N/A","Jorge Labella, Deb Kumar Bhowmick, Anil Kumar, Ron Naaman, Tomás Torres⊗","","","N/A","Success"
"10.1039/D2SC01356H","Molecular mechanism of a large conformational change of the quinone cofactor in the semiquinone intermediate of bacterial copper amine oxidase","N/A","N/A","Mitsuo Shoji, T. Murakawa, Shota Nakanishi, Mauro Boero, Yasuteru Shigeta, Hideyuki Hayashi, Toshihide Okajima","","","N/A","Success"
"10.1039/D2SC05316K","Degradable polyisoprene by radical ring-opening polymerization and application to polymer prodrug nanoparticles","N/A","N/A","Maëlle Lages, Théo Pesenti, Chen Zhu, Dao Lê, Julie Mougin, Yohann Guillaneuf, Julien Nicolas","","","N/A","Success"
"10.1039/D3SC05824G","Aggregate Assembly of Ferrocene Functionalized Indium-oxo Clusters","N/A","N/A","Rong Zhang, Jiajing Lan, Fei Wang, Shumei Chen, Jian Zhang","","","N/A","Success"
"10.1039/D2SC06952K","Nitrogen atom insertion into indenes to access isoquinolines","N/A","N/A","Patrick Finkelstein, Julia C. Reisenbauer, Bence B. Botlik, Ori Green, Andri Florin, Bill Morandi","","","N/A","Success"
"10.1039/D1SC02550C","A quasi-stable molybdenum sub-oxide with abundant oxygen vacancies that promotes CO2 hydrogenation to methanol","N/A","N/A","Yasutaka Kuwahara, Takashi Mihogi, Koji Hamahara, Kazuki Kusu, Hisayoshi Kobayashi, Hiromi Yamashita","","","N/A","Success"
"10.1039/D2SC04027A","Alkoxysulfonyl radical species: acquisition and transformation towards sulfonate esters through electrochemistry","N/A","N/A","Chun Zhang, Man Yang, Yanjie Qiu, Meijun Song, Hongyan Wang, Min Yang, Wenlin Xie, Jie Wu, Shengqing Ye","","","N/A","Success"
"10.1039/D0SC05765G","Data-efficient machine learning for molecular crystal structure prediction","N/A","N/A","Simon Wengert, Gábor Cśanyi, Karsten Reuter, Johannes T. Margraf","","","N/A","Success"
"10.1039/D1SC00238D","Correlating axial and equatorial ligand field effects to the single-molecule magnet performances of a family of dysprosium bis-methanediide complexes","N/A","N/A","Lewis R. Thomas‐Hargreaves, Marcus J. Giansiracusa, Matthew Gregson, Emanuele Zanda, Felix O‘Donnell, Ashley J. Wooles, Nicholas F. Chilton, Stephen T. Liddle","","","N/A","Success"
"10.1039/D2SC03037C","Carbazolylgold(iii) complexes with thermally activated delayed fluorescence switched on by ligand manipulation as high efficiency organic light-emitting devices with small efficiency roll-offs","N/A","N/A","Chun‐Yin Wong, Man‐Chung Tang, Lok‐Kwan Li, Ming‐Yi Leung, Wai Kit Tang, Shiu‐Lun Lai, Wai‐Lung Cheung, Maggie Ng, Mei‐Yee Chan, Vivian Wing‐Wah Yam","","","N/A","Success"
"10.1039/D2SC03288K","Non-directed Pd-catalysed electrooxidative olefination of arenes","N/A","N/A","Subir Panja, Salman Ahsan, Tanay Pal, Simon Kolb, Wajid Ali, Sulekha Sharma, Chandan Das, Jagrit Grover, Arnab Dutta, Daniel B. Werz, Amit Paul, Debabrata Maiti","","","N/A","Success"
"10.1039/D3SC03778A","A unified strategy for the synthesis of aldohexoses by boronate assisted assembly of CH2X2 derived C1-building blocks","N/A","N/A","Sujenth Kirupakaran, Glib Arago, Christoph Hirschhäuser","","","N/A","Success"
"10.1039/D3SC05245A","A 0D hybrid lead-free halide with near-unity photoluminescence quantum yield toward multifunctional optoelectronic applications","N/A","N/A","Dongyang Li, H. C. Kang, Yuhang Liu, Mingjie Zhang, Cheng‐Yang Yue, Dongpeng Yan, Xiao‐Wu Lei","","","N/A","Success"
"10.1039/D2SC06812E","Expedient synthesis and luminescence sensing of the inositol pyrophosphate cellular messenger 5-PP-InsP5","N/A","N/A","Megan L. Shipton, Fathima A. Jamion, Simon Wheeler, Andrew M. Riley, Felix Plasser, Barry V. L. Potter, Stephen J. Butler","","","N/A","Success"
"10.1039/D2SC05709C","AlphaFold accelerates artificial intelligence powered drug discovery: efficient discovery of a novel CDK20 small molecule inhibitor","N/A","N/A","Feng Ren, Xiao Ding, Min Zheng, Mikhail Korzinkin, Xin Cai, Wei Zhu, Alexey B. Mantsyzov, Alex Aliper, Vladimir Aladinskiy, Zhongying Cao, Shanshan Kong, Xi Long, Bonnie Hei Man Liu, Yingtao Liu, Vladimir Naumov, Anastasia Shneyderman, Ivan V. Ozerov, Ju Wang, Frank W. Pun, Daniil Polykovskiy, Chong Sun, Michael D. Levitt, Alán Aspuru‐Guzik, Alex Zhavoronkov","","","N/A","Success"
"10.1039/D0SC05340F","Fast oxygen ion migration in Cu–In–oxide bulk and its utilization for effective CO2 conversion at lower temperature","N/A","N/A","Jun-Ichiro Makiura, Takuma Higo, Yutaro Kurosawa, Kota Murakami, Shuhei Ogo, Hideaki Tsuneki, Yasushi Hashimoto, Yasushi Sato, Yasushi Sekine","","","N/A","Success"
"10.1039/D0SC06130A","On the location of Lewis acidic aluminum in zeolite mordenite and the role of framework-associated aluminum in mediating the switch between Brønsted and Lewis acidity","N/A","N/A","Manoj Ravi, Vitaly L. Sushkevich, Jeroen A. van Bokhoven","","","N/A","Success"
"10.1039/D1SC02547C","Photoinduced 1,2-dicarbofunctionalization of alkenes with organotrifluoroborate nucleophilesviaradical/polar crossover","N/A","N/A","María Jesús Cabrera‐Afonso, Anasheh Sookezian, Shorouk O. Badir, Mirna El Khatib, Gary A. Molander","","","N/A","Success"
"10.1039/D1SC07124F","Electrooxidative palladium- and enantioselective rhodium-catalyzed [3 + 2] spiroannulations","N/A","N/A","Wen Wei, Alexej Scheremetjew, Lutz Ackermann","","","N/A","Success"
"10.1039/D3SC03553K","Studying manganese carbonyl photochemistry in a permanently porous metal–organic framework","N/A","N/A","Rosemary J. Young, Michael T. Huxley, Lingjun Wu, Jack Hart, James N. O’Shea, Christian J. Doonan, Neil R. Champness, Christopher J. Sumby","","","N/A","Success"
"10.1039/D1SC05932G","Arene–perfluoroarene interactions confer enhanced mechanical properties to synthetic nanotubes","N/A","N/A","Emily K. Roesner, Darya Asheghali, Alina Kirillova, Michael J. Strauss, Austin M. Evans, Matthew L. Becker, William R. Dichtel","","","N/A","Success"
"10.1039/D4SC03516J","Macrocyclic bis-diphosphenes demonstrating bimetallic exo- and endo-cyclic binding modes","N/A","N/A","Lisa N Kreimer, Terrance J. Hadlington","","","N/A","Success"
"10.1039/D2SC04656C","Live-cell RNA imaging using the CRISPR-dCas13 system with modified sgRNAs appended with fluorescent RNA aptamers","N/A","N/A","Heng Tang, Junran Peng, Shuang Peng, Qi Wang, Xin Jiang, Xiaocheng Xue, Yanxin Tao, Limin Xiang, Quanjiang Ji, Song‐Mei Liu, Xiaocheng Weng, Xiang Zhou","","","N/A","Success"
"10.1039/D2SC00397J","A sequential cyclization/π-extension strategy for modular construction of nanographenes enabled by stannole cycloadditions","N/A","N/A","Harrison M. Bergman, D. Dawson Beattie, Gavin R. Kiel, Rex C. Handford, Yi Liu, T. Don Tilley","","","N/A","Success"
"10.1039/D0SC06837C","Translational dynamics of a non-degenerate molecular shuttle imbedded in a zirconium metal–organic framework","N/A","N/A","Benjamin H. Wilson, Louae M. Abdulla, Robert W. Schurko, Stephen J. Loeb","","","N/A","Success"
"10.1039/D0SC04670A","Computational strategy for intrinsically disordered protein ligand design leads to the discovery of p53 transactivation domain I binding compounds that activate the p53 pathway","N/A","N/A","Hao Ruan, Yu Chen, Xiaogang Niu, Weilin Zhang, Hanzhong Liu, Limin Chen, Ruoyao Xiong, Qi Sun, Changwen Jin, Ying Liu, Luhua Lai","","","N/A","Success"
"10.1039/D4SC01513D","Forging Structural Complexity: Diastereoselective Synthesis of Densely Substituted β-Lactams with Dual Functional Handles for Enhanced Core Modifications","N/A","N/A","Agustin M. Rodriguez Treviño, Pierre Loch-Temzelides, Sanjay Pandiri, Justin K. Kirkland, Michael T. Davenport, Ulises Aguinaga, Muhammed Yousufuddin, Daniel H. Ess, László Kürti","","","N/A","Success"
"10.1039/D2SC06098A","Binding of exogenous cyanide reveals new active-site states in [FeFe] hydrogenases","N/A","N/A","Maria Alessandra Martini, Konstantin Bikbaev, Yunjie Pang, Christian Lorent, Charlotte Wiemann, Nina Breuer, Ingo Zebger, Serena DeBeer, Ingrid Span, Ragnar Björnsson, James A. Birrell, Patricia Rodríguez‐Maciá","","","N/A","Success"
"10.1039/D3SC00912B","Photoredox radical/polar crossover enables C–H gem-difunctionalization of 1,3-benzodioxoles for the synthesis of monofluorocyclohexenes","N/A","N/A","Jiabao Tian, Lei Zhou","","","N/A","Success"
"10.1039/D4SC04806G","Plasmon-Powered Chemistry with Visible-Light Active Copper Nanoparticles","N/A","N/A","Shreya Tyagi, Radha Krishna Kashyap, Ankit Dhankhar, Pramod P. Pillai","","","N/A","Success"
"10.1039/D1SC01764K","Protected amino acids as a nonbonding source of chirality in induction of single-handed screw-sense to helical macromolecular catalysts","N/A","N/A","Shinya Ikeda, Ryohei Takeda, Takaya Fujie, Naoto Ariki, Yuuya Nagata, Michinori Suginome","","","N/A","Success"
"10.1039/D4SC03085K","Breaking the scaling relations of effective CO2 electrochemical reduction in diatomic catalysts by adjusting the flow direction of intermediate structures","N/A","N/A","Yanwen Zhang, Zhaoqun Yao, Yiming Yang, Xingwu Zhai, Feng Zhang, Zhijun Guo, Xinghuan Liu, Bin Yang, Yunxia Liang, Guixian Ge, Xin Jia","","","N/A","Success"
"10.1039/D1SC06867A","Thermodynamic equilibrium between locally excited and charge-transfer states through thermally activated charge transfer in 1-(pyren-2′-yl)-o-carborane","N/A","N/A","Lei Ji, Stefan Riese, Alexander Schmiedel, Marco Holzapfel, Maximilian Fest, Jörn Nitsch, Basile F. E. Curchod, Alexandra Friedrich, Lin Wu, Hamad H. Al Mamari, Sebastian Hammer, Jens Pflaum, Mark A. Fox, David J. Tozer, Maik Finze, Christoph Lambert, Todd B. Marder","","","N/A","Success"
"10.1039/D0SC00690D","Facilitating the reduction of V–O bonds on VOx/ZrO2 catalysts for non-oxidative propane dehydrogenation","N/A","N/A","Yufei Xie, Ran Luo, Guodong Sun, Sai Chen, Zhi‐Jian Zhao, Rentao Mu, Jinlong Gong","","","N/A","Success"
"10.1039/D0SC05125J","A biocompatible stapling reaction for in situ generation of constrained peptides","N/A","N/A","Richard Morewood, Christoph Nitsche","","","N/A","Success"
"10.1039/D3SC03661H","Autofluorescent antimalarials by hybridization of artemisinin and coumarin: in vitro/in vivo studies and live-cell imaging","N/A","N/A","Lars Herrmann, Maria Leidenberger, A. Morais, Christina Mai, Aysun Çapcı, Mariana C. Borges Silva, Fabian Plass, Axel Kahnt, Diogo Rodrigo Magalhães Moreira, Barbara Kappes, Svetlana B. Tsogoeva","","","N/A","Success"
"10.1039/D1SC04258K","Direct photo-induced reductive Heck cyclization of indoles for the efficient preparation of polycyclic indolinyl compounds","N/A","N/A","Daohong Yu, Wai‐Pong To, Yungen Liu, Liangliang Wu, Tingjie You, Jesse Ling, Chi‐Ming Che","","","N/A","Success"
"10.1039/D1SC05488K","Equilibria between conformational states of the Ras oncogene protein revealed by high pressure crystallography","N/A","N/A","Éric Girard, Pedro E. M. Lopes, Michael Spoerner, Anne‐Claire Dhaussy, T. Prangé, Hans Robert Kalbitzer, N. Colloc’h","","","N/A","Success"
"10.1039/D1SC00282A","Colloidal nano-MOFs nucleate and stabilize ultra-small quantum dots of lead bromide perovskites","N/A","N/A","Loredana Proteşescu, Joaquín Calbo, Kristopher Williams, William A. Tisdale, Aron Walsh, Mircea Dincă","","","N/A","Success"
"10.1039/D4SC01448K","Re-pairing DNA: Binding of a ruthenium phi complex to a double mismatch","N/A","N/A","Christine J. Cardin, Kane T. McQuaid, Neil G. Paterson, Neil G. Paterson, Andrew Kellett, Christine J. Cardin","","","N/A","Success"
"10.1039/D3SC04449A","13Ccarbene nuclear magnetic resonance chemical shift analysis confirms CeIVC double bonding in cerium(iv)–diphosphonioalkylidene complexes","N/A","N/A","C. Baker, John A. Seed, Ralph W. Adams, Daniel Lee, Stephen T. Liddle","","","N/A","Success"
"10.1039/D3SC04628A","Regioselective ortho halogenation of N-aryl amides and ureas via oxidative halodeboronation: harnessing boron reactivity for efficient C–halogen bond installation","N/A","N/A","Ganesh H. Shinde, Ganesh S. Ghotekar, Francoise M. Amombo Noa, Lars Öhrström, Per‐Ola Norrby, Henrik Sundén","","","N/A","Success"
"10.1039/D1SC04334J","Selective propargylic C(sp3)–H activation of methyl-substituted alkynes versus [2 + 2] cycloaddition at a titanium imido template","N/A","N/A","Malte Fischer, Manfred Manßen, Marc Schmidtmann, Thorsten Klüner, Rüdiger Beckhaus","","","N/A","Success"
"10.1039/D2SC00855F","The Janus face of high trans-effect carbenes in olefin metathesis: gateway to both productivity and decomposition","N/A","N/A","Giovanni Occhipinti, Daniel L. Nascimento, Marco Foscato, Deryn E. Fogg, Vidar R. Jensen","","","N/A","Success"
